"Id","Prediction1","Prediction2","Prediction3","Prediction4","Prediction5","Prediction6","Prediction7","Prediction8","Prediction9"
"kSWFZNYso0xVvuQm1jXG",0.168,0.18,0.142,0.064,0.018,0.118,0.02,0.086,0.204
"KsxtpFuP34y6Tfq8CZhc",0.1,0.114,0.5,0.046,0.05,0.04,0.034,0.062,0.054
"Kt0Z19pPz5FfRUxV6yiv",0.15,0.53,0.138,0.022,0.02,0.038,0.004,0.044,0.054
"KT74PFsiX1OIlzna0yRJ",0.132,0.14,0.39,0.066,0.032,0.044,0.03,0.076,0.09
"kT7D3ygfAv2Zql14m5zx",0.28,0.204,0.146,0.046,0.012,0.068,0.01,0.062,0.172
"Kt8YrMW1zJS0DIy6qd3o",0.136,0.23,0.402,0.024,0.052,0.042,0.024,0.03,0.06
"KtBGrLjM4h8AdRiIO2TX",0.148,0.232,0.256,0.084,0.054,0.088,0.014,0.04,0.084
"KTdgrwnjmFp50cPYthfb",0.16,0.166,0.36,0.062,0.056,0.046,0.026,0.032,0.092
"ktFHx0q19gRTljLWJhVI",0.236,0.23,0.122,0.044,0.024,0.09,0.016,0.088,0.15
"kTflxp5CFM82owyQ4ieB",0.248,0.21,0.108,0.046,0.04,0.094,0.014,0.074,0.166
"KTgxmy2ksDRShJInj83t",0.138,0.22,0.346,0.038,0.054,0.034,0.024,0.046,0.1
"KtJ4TzYQBwiFRXs6f3hn",0.136,0.166,0.496,0.048,0.028,0.022,0.02,0.028,0.056
"KTloxO2q73NngdJhIYzj",0.112,0.57,0.128,0.018,0.016,0.026,0.01,0.038,0.082
"KtmUg3AlZHkzuQJNjcGp",0.388,0.106,0.064,0.08,0.032,0.062,0.022,0.062,0.184
"KTOYBD8s0IuAd1NWHmLg",0.164,0.534,0.116,0.022,0.006,0.064,0.004,0.026,0.064
"KTRedlDzcCxjXfn940wM",0.302,0.248,0.146,0.032,0.012,0.11,0.024,0.048,0.078
"KtUm4swxNH8uTj5qSBQb",0.162,0.028,0.034,0.128,0.036,0.122,0.056,0.364,0.07
"KtuNMdSBr4yUDznVGl2Z",0.122,0.542,0.106,0.034,0.014,0.092,0.002,0.034,0.054
"KTVaHRWw8vrhGnzDg62e",0.2,0.078,0.092,0.136,0.044,0.096,0.042,0.134,0.178
"ktvRGp4VfdTbq1aPUrno",0.188,0.218,0.148,0.034,0.01,0.106,0.018,0.038,0.24
"KTx4UZOiNonVyk5pB1vG",0.066,0.032,0.012,0.078,0.022,0.064,0.054,0.608,0.064
"Kty5nCWS9GzDV1kaU3PB",0.332,0.154,0.112,0.098,0.028,0.102,0.014,0.04,0.12
"kTyonGtiCQvDEHS2gzsP",0.196,0.07,0.05,0.142,0.044,0.172,0.058,0.152,0.116
"kTzD4osHwnbKvqL0h7i5",0.176,0.51,0.118,0.034,0.008,0.066,0.014,0.036,0.038
"Ktzh90q7YP6n1iITrWlk",0.102,0.038,0.028,0.11,0.036,0.104,0.052,0.464,0.066
"kU35htyKbVAWXvdwPMCN",0.154,0.504,0.202,0.016,0.016,0.026,0.016,0.022,0.044
"kU3Wb4eEPoZQcyuH6Ki2",0.288,0.188,0.102,0.062,0.014,0.104,0.044,0.058,0.14
"ku8Xh3ConpdVrMLFlB9E",0.118,0.49,0.124,0.034,0.024,0.058,0.006,0.06,0.086
"Kua9GZgYNEH1QypqClm5",0.15,0.558,0.148,0.02,0.018,0.034,0.006,0.018,0.048
"kUAFYgSqxDb05QeERMBc",0.254,0.188,0.066,0.062,0.028,0.156,0.022,0.112,0.112
"kuaJeiwbSfZrgoP6OTs7",0.186,0.044,0.102,0.142,0.032,0.122,0.036,0.122,0.214
"KUbR3CFx4B1wJtqrDz5j",0.194,0.138,0.372,0.062,0.054,0.058,0.008,0.026,0.088
"kucfVvahZiWw8qCIYDol",0.142,0.128,0.06,0.08,0.05,0.206,0.054,0.138,0.142
"kUCjD4cAdyZr8wv7Egti",0.188,0.172,0.326,0.054,0.024,0.072,0.012,0.03,0.122
"KudcN9m6YDCIh0a2ygPp",0.128,0.024,0.014,0.13,0.044,0.086,0.058,0.442,0.074
"Kue5sQEdTZyoHim9LhCk",0.206,0.238,0.086,0.05,0.03,0.134,0.032,0.102,0.122
"kUGo8OFx4r1htl6WwgDQ",0.094,0.03,0.022,0.274,0.042,0.092,0.212,0.12,0.114
"kUjRiq3TZG5ADePYr6hl",0.154,0.194,0.396,0.028,0.036,0.064,0.016,0.054,0.058
"KunzSM7FAO3HJ1BTcevN",0.092,0.02,0.012,0.064,0.024,0.054,0.05,0.65,0.034
"kUoRxjWqfe6CmNFTaSiX",0.092,0.024,0.022,0.098,0.03,0.058,0.096,0.488,0.092
"kuq5Vd4TQ3LRoCNAgrO9",0.15,0.148,0.406,0.048,0.054,0.032,0.05,0.032,0.08
"kUswA1lNzX2LvRK36ITE",0.258,0.09,0.062,0.116,0.028,0.146,0.03,0.128,0.142
"KUtEoQvRpIP4gJByhmD8",0.386,0.124,0.116,0.042,0.018,0.086,0.032,0.11,0.086
"KUvfya65MoqEk8BsuzeQ",0.158,0.312,0.096,0.086,0.03,0.146,0.024,0.062,0.086
"kUwA68EGXMqCZHb9TvP3",0.204,0.196,0.254,0.032,0.024,0.112,0.014,0.038,0.126
"KUwiIgcYGFRtq91M48CQ",0.226,0.226,0.158,0.046,0.026,0.086,0.038,0.044,0.15
"kuwOYNmHAvpbTsoDCXtK",0.132,0.126,0.448,0.06,0.046,0.034,0.024,0.062,0.068
"KUzHwqAtQyVS5eNlZLdR",0.124,0.428,0.15,0.038,0.022,0.068,0.002,0.058,0.11
"kv2aFJWDrdCX37RIiO4q",0.212,0.034,0.066,0.144,0.046,0.166,0.068,0.15,0.114
"kV7m2ATqzusJbnQpiEv4",0.152,0.174,0.42,0.058,0.036,0.052,0.012,0.018,0.078
"kv7uGYyxCT49MZPFlOdH",0.192,0.156,0.27,0.086,0.054,0.096,0.022,0.044,0.08
"KvAIEM9d6tWUSo4mpj2T",0.146,0.196,0.268,0.094,0.056,0.07,0.018,0.052,0.1
"KvEH7ZslBaYjbtWAJU3Q",0.232,0.366,0.108,0.036,0.014,0.092,0.012,0.038,0.102
"kVfD8qLj7pRoZ6TN3U0A",0.22,0.234,0.102,0.112,0.034,0.114,0.026,0.058,0.1
"KVGdaZAHQ7Sftz3Ypgnh",0.076,0.15,0.464,0.076,0.036,0.068,0.024,0.042,0.064
"kVhKSC0dLt2pJNraR4lZ",0.144,0.348,0.136,0.04,0.014,0.11,0.016,0.066,0.126
"kVmDfCPLX1xibJ5pA4BE",0.14,0.544,0.194,0.014,0.012,0.024,0.004,0.024,0.044
"KvMDYTb8l54PwpBRHIVf",0.172,0.032,0.022,0.174,0.048,0.068,0.088,0.254,0.142
"KvMkqdmSIrfA5ohDgWeR",0.112,0.186,0.462,0.028,0.042,0.03,0.014,0.04,0.086
"KVN3SHdJotqFwc2REub6",0.136,0.164,0.428,0.046,0.04,0.06,0.024,0.038,0.064
"kVqFat2Ws4IKyG3QhiDB",0.182,0.252,0.12,0.058,0.016,0.128,0.026,0.1,0.118
"Kvr0QjcZWobCYdzfuqHN",0.144,0.216,0.276,0.09,0.05,0.098,0.016,0.04,0.07
"KvrBA83JtpqUaQ6Cghme",0.112,0.472,0.188,0.046,0.038,0.05,0.016,0.026,0.052
"kVsbrSQxvLO1nMlhoeU0",0.106,0.192,0.438,0.044,0.034,0.038,0.02,0.07,0.058
"kVsZ6DcoBdjhwryeMP4C",0.302,0.148,0.108,0.082,0.03,0.08,0.02,0.096,0.134
"kVTwBcKP3msOZWvCEi10",0.128,0.46,0.138,0.058,0.028,0.036,0.012,0.042,0.098
"kVvF61wHZ2rRLsmECp3K",0.162,0.022,0.03,0.118,0.03,0.09,0.088,0.314,0.146
"KvXpCYyNlHVdb748gDUZ",0.164,0.098,0.058,0.178,0.06,0.108,0.058,0.142,0.134
"kVZiQaHuJmBhr59eA37g",0.062,0.012,0.006,0.084,0.024,0.052,0.062,0.646,0.052
"KW2CFhO8BsdM6QuHw1vR",0.124,0.46,0.158,0.032,0.026,0.058,0.004,0.074,0.064
"kW6dBqAlSJYLsgeFtPCR",0.394,0.08,0.102,0.098,0.016,0.098,0.028,0.09,0.094
"kwdqR0MzoWmEGZl7HC1y",0.188,0.144,0.386,0.052,0.044,0.048,0.044,0.04,0.054
"kwEM4XJvHdOiNe18Z3l0",0.122,0.522,0.128,0.034,0.034,0.046,0.016,0.036,0.062
"KwemOMinBAjPzEW2pdH1",0.312,0.068,0.056,0.094,0.034,0.122,0.03,0.13,0.154
"kWgBHtj5slmv8EUVpNuJ",0.118,0.176,0.418,0.048,0.05,0.052,0.036,0.036,0.066
"kwgKfTElt6MumQqLXd30",0.172,0.424,0.148,0.036,0.02,0.046,0.014,0.038,0.102
"kwHtNdGBq285aclYbPOR",0.064,0.018,0.012,0.064,0.024,0.078,0.05,0.636,0.054
"KWi8jT9Aek1lq0yOHVBC",0.146,0.174,0.476,0.032,0.04,0.032,0.016,0.022,0.062
"KWirGYwtXLsUQC75oERp",0.368,0.112,0.106,0.104,0.044,0.068,0.024,0.088,0.086
"KWlGHQeTvcmBNPFquI5S",0.208,0.114,0.08,0.128,0.03,0.146,0.07,0.074,0.15
"KWLHnUOVig0rYBMcQCjb",0.136,0.166,0.416,0.036,0.036,0.05,0.038,0.034,0.088
"KWLxBs14MzJY8RXZGfEN",0.032,0.026,0.872,0.004,0.012,0.014,0.006,0.028,0.006
"KwMx9dvm2uqfXU83VOEb",0.074,0.032,0.034,0.214,0.044,0.108,0.176,0.252,0.066
"kwn0x5hSAb38lDe62tr7",0.144,0.024,0.03,0.118,0.044,0.094,0.062,0.394,0.09
"KwOyulYVZNJADXf16m05",0.132,0.598,0.122,0.018,0.014,0.038,0.01,0.016,0.052
"kWqltf9L4URMeJObmXnc",0.084,0.622,0.104,0.024,0.012,0.086,0.012,0.03,0.026
"KwSR8YdoLN3m5h7MQlyX",0.172,0.124,0.428,0.044,0.042,0.036,0.02,0.046,0.088
"kWVR5agJT1LZQEvX8rlm",0.264,0.134,0.044,0.122,0.034,0.142,0.042,0.086,0.132
"KwxYmsBojhCQa5kUbqy8",0.152,0.274,0.144,0.056,0.034,0.142,0.026,0.09,0.082
"kWYiEvFm7xbOd4rKSaUI",0.214,0.216,0.176,0.032,0.008,0.074,0.026,0.06,0.194
"kWYQPgF9miSbBUJEX6Ad",0.188,0.07,0.088,0.172,0.06,0.114,0.074,0.128,0.106
"kWyV4iXvjIGbSYDomseg",0.218,0.16,0.088,0.07,0.032,0.196,0.038,0.116,0.082
"KwZ8enkpT3HQS4qtuiVh",0.174,0.042,0.074,0.164,0.036,0.154,0.088,0.128,0.14
"Kx05p6EZM9gCGFWNRh3V",0.122,0.042,0.096,0.128,0.042,0.142,0.096,0.158,0.174
"Kx0WrIhoDlaO9d3NYfw6",0.102,0.032,0.016,0.074,0.022,0.05,0.04,0.578,0.086
"KX2gHFuBwMfmj9NcCaTp",0.172,0.14,0.37,0.058,0.05,0.044,0.024,0.066,0.076
"KX5hDiZgoq3RGnaQHj9O",0.184,0.11,0.46,0.046,0.05,0.034,0.016,0.02,0.08
"kxAzOJqtS9h0YulBG14m",0.252,0.226,0.166,0.04,0.016,0.06,0.016,0.05,0.174
"KXCwsZRpoFmtHNDrf4Ib",0.15,0.488,0.114,0.046,0.014,0.044,0.028,0.024,0.092
"kXeJB2oPr7jGCD50Fbg1",0.106,0.028,0.026,0.098,0.028,0.072,0.068,0.492,0.082
"kxHdhfKUzIQ6FZJLMv9s",0.276,0.268,0.092,0.038,0.018,0.118,0.018,0.046,0.126
"KXkSOQLItjBmucdClGb4",0.278,0.264,0.152,0.042,0.01,0.096,0.02,0.046,0.092
"kXLIKMnRCWiUwJtV935r",0.124,0.152,0.406,0.056,0.062,0.032,0.042,0.048,0.078
"kxM8tfoWpBciamew1GXA",0.146,0.024,0.012,0.094,0.03,0.086,0.058,0.472,0.078
"KXnhkQTmM54GfwYPuFpV",0.176,0.102,0.074,0.138,0.05,0.138,0.038,0.102,0.182
"kXni0wed2hpf3myQaLVZ",0.126,0.218,0.456,0.018,0.034,0.04,0.032,0.024,0.052
"kXO5NvP0EG7hxLTBfCpI",0.172,0.088,0.058,0.14,0.036,0.116,0.08,0.088,0.222
"kxptFa5z1EjO3hDLgcZR",0.124,0.018,0.024,0.138,0.038,0.074,0.072,0.394,0.118
"kxtoHV5j2c8rBnpPfRy7",0.114,0.55,0.194,0.01,0.01,0.04,0.012,0.014,0.056
"kXUhp4JLViaQW2sm6Mj5",0.168,0.194,0.274,0.068,0.056,0.084,0.01,0.044,0.102
"kxvVsM7c3WSo2Ne5T1XY",0.198,0.124,0.106,0.162,0.058,0.092,0.04,0.134,0.086
"kxwyLa1eTz6Xqs0dKNRB",0.096,0.568,0.16,0.018,0.024,0.034,0.006,0.036,0.058
"KxwZ3oXjH78pymNhl9WQ",0.116,0.042,0.06,0.148,0.056,0.15,0.102,0.182,0.144
"kXxIWSvTLi5P28RObzBD",0.076,0.686,0.1,0.022,0.014,0.034,0.01,0.014,0.044
"kxXYKQqFPBg9EO1ea6ZJ",0.132,0.524,0.112,0.028,0.016,0.072,0.004,0.052,0.06
"KXYBNxqQZHs05JDRa2WE",0.052,0.674,0.112,0.01,0.024,0.054,0.01,0.028,0.036
"kY24p5j9vdWJIoPzaLtA",0.116,0.152,0.466,0.046,0.04,0.028,0.016,0.07,0.066
"Ky3McZ8z1eDGURvOhQJI",0.19,0.05,0.074,0.122,0.046,0.134,0.092,0.148,0.144
"Ky3uocbQUIgZYqJmxsjO",0.172,0.144,0.394,0.06,0.04,0.034,0.026,0.058,0.072
"kY8v6yMAZ7OsGIf4eELT",0.16,0.518,0.104,0.04,0.016,0.062,0.004,0.04,0.056
"KycOHqgItjw4mW5PN982",0.13,0.152,0.43,0.038,0.038,0.048,0.024,0.048,0.092
"kYctjql32dWNVyCI1Fz6",0.288,0.2,0.132,0.038,0.016,0.064,0.012,0.05,0.2
"kyd5rAYNQhoM8ExnGfU0",0.144,0.18,0.432,0.024,0.034,0.046,0.016,0.06,0.064
"Kydpwqs5z3VnjREMWrDv",0.104,0.5,0.176,0.022,0.026,0.046,0.02,0.042,0.064
"kYGnOrHLCS16cI70NpuR",0.134,0.306,0.136,0.074,0.008,0.13,0.05,0.066,0.096
"KYjNA8muoLE34CbgZsO1",0.176,0.148,0.39,0.044,0.05,0.05,0.018,0.044,0.08
"KylLxX9TodPsVh8Ygw7v",0.076,0.038,0.03,0.076,0.028,0.078,0.048,0.528,0.098
"KyNCYF6mZUVPBw51ic0z",0.14,0.564,0.158,0.02,0.02,0.034,0.01,0.012,0.042
"KyOb1LY0XHguw4o2C3N6",0.144,0.024,0.044,0.134,0.058,0.09,0.1,0.27,0.136
"KypzHcr0aY6wXdZOlWFL",0.15,0.024,0.022,0.118,0.034,0.086,0.088,0.38,0.098
"kYqt75Q8E6GJULPA1Wuh",0.18,0.208,0.236,0.108,0.038,0.088,0.02,0.064,0.058
"KyZbR9GPzx6djuiUE1kS",0.112,0.064,0.056,0.176,0.042,0.194,0.1,0.146,0.11
"KYZEFnWLtk2ioNXIDxV1",0.132,0.134,0.41,0.072,0.046,0.064,0.018,0.058,0.066
"KYzoxLFJcWUigNljayQE",0.122,0.486,0.15,0.05,0.026,0.044,0.018,0.032,0.072
"KZ21eG6a3bzLMJliyTAR",0.174,0.024,0.032,0.12,0.03,0.096,0.062,0.332,0.13
"kZ3dHVyWhjM8vrnFJe4L",0.08,0.022,0.012,0.234,0.038,0.088,0.268,0.188,0.07
"KZ3slOeUL0M6XJvNEDuT",0.072,0.602,0.168,0.014,0.02,0.034,0.016,0.02,0.054
"kz7wVGIigc9Wjo8bDsHP",0.146,0.48,0.2,0.02,0.024,0.04,0.004,0.024,0.062
"kZaQrzim8UugXTtdGVCp",0.1,0.562,0.136,0.016,0.04,0.044,0.008,0.03,0.064
"kzb7w2MLEQrm4TgKIOaZ",0.296,0.178,0.138,0.03,0.022,0.07,0.032,0.086,0.148
"KzeBxSOI8G5ncgHNr0Xd",0.152,0.226,0.238,0.074,0.056,0.064,0.034,0.064,0.092
"KzeqbkUmi48woIM0LJHR",0.118,0.02,0.028,0.228,0.052,0.112,0.198,0.168,0.076
"kzfCUAZdoPT0yVcDlh1s",0.14,0.152,0.492,0.022,0.034,0.036,0.012,0.058,0.054
"KZlP5Lxqk6yGAHnBO4Fw",0.138,0.274,0.088,0.086,0.03,0.154,0.022,0.078,0.13
"kzmXhvCpNi5UBDOK0SwH",0.24,0.214,0.104,0.06,0.014,0.12,0.012,0.072,0.164
"kzO30r7IEs6mWMnVlei5",0.08,0.578,0.15,0.028,0.02,0.058,0.022,0.032,0.032
"KZr13HmwvhQk68eF9Jtp",0.162,0.054,0.062,0.122,0.02,0.134,0.098,0.154,0.194
"kZRDKfOa2hxVnH09opcQ",0.208,0.2,0.342,0.038,0.046,0.04,0.016,0.04,0.07
"kZw0ByaSeHE7UoQdLszW",0.104,0.602,0.126,0.026,0.012,0.056,0.016,0.026,0.032
"kzYF8mfxvECNhrqgp6Rs",0.078,0.02,0.026,0.104,0.034,0.074,0.068,0.49,0.106
"L02QgbY8GqH59MOEUFmX",0.154,0.366,0.16,0.046,0.014,0.12,0.018,0.034,0.088
"l03kq4M1DJpUhWKPws9y",0.284,0.162,0.174,0.056,0.026,0.082,0.022,0.082,0.112
"L03XCZFNvGxbzyedHSjs",0.172,0.074,0.058,0.138,0.04,0.16,0.078,0.102,0.178
"l083Zs59AImcKQovujBR",0.106,0.064,0.66,0.032,0.036,0.024,0.01,0.028,0.04
"L0CfSyZKT5eJW6dBvnMl",0.154,0.056,0.026,0.1,0.024,0.198,0.094,0.196,0.152
"l0dkHg9O31KzSXxuTtbe",0.346,0.152,0.084,0.056,0.03,0.098,0.024,0.07,0.14
"L0lWSvYDbVXiZK2jpE5g",0.08,0.038,0.014,0.292,0.058,0.066,0.184,0.152,0.116
"L0MDRi1UjeBP3WbGJYdf",0.208,0.12,0.062,0.148,0.032,0.124,0.06,0.144,0.102
"L0ozkFQKZ6vV31IN84MO",0.2,0.09,0.044,0.104,0.03,0.238,0.048,0.108,0.138
"l0SUhOWnIENeZmJ2jCB7",0.296,0.134,0.12,0.058,0.022,0.098,0.05,0.074,0.148
"L0sWdClbATpIgUxiES1o",0.216,0.226,0.136,0.038,0.02,0.128,0.006,0.1,0.13
"L0XcVyx2dJK3ngz7Qbru",0.154,0.314,0.11,0.068,0.02,0.14,0.052,0.06,0.082
"L0YPIq1s63JGOZKtNHyf",0.182,0.052,0.056,0.168,0.038,0.156,0.068,0.114,0.166
"L0YyO4NIQqbZnGr8ejUB",0.136,0.342,0.116,0.08,0.01,0.162,0.024,0.052,0.078
"L10qiExnwPCd4t7WFO2N",0.194,0.184,0.068,0.104,0.032,0.124,0.066,0.122,0.106
"L1FU7zOHdtnfihku2oIJ",0.272,0.156,0.08,0.116,0.028,0.118,0.03,0.09,0.11
"L1GpQgxuR0zcBqm4VvTE",0.206,0.162,0.164,0.038,0.01,0.126,0.014,0.058,0.222
"L1kUtZclr4myYAVFPh83",0.332,0.254,0.132,0.048,0.004,0.098,0.024,0.03,0.078
"L1lEASjWPpo4wICUB8dk",0.17,0.128,0.492,0.04,0.046,0.022,0.006,0.024,0.072
"L1M6oNjbcge83kFA7OdJ",0.168,0.066,0.06,0.156,0.052,0.164,0.04,0.102,0.192
"l1pC4o6PRzLuigEAGkwb",0.114,0.456,0.184,0.05,0.03,0.056,0,0.052,0.058
"l1Q2hELXDTuwFbCovztf",0.238,0.24,0.14,0.054,0.012,0.076,0.024,0.056,0.16
"l1RYkuLrsjHKaiS3WFAX",0.106,0.202,0.446,0.024,0.034,0.036,0.034,0.038,0.08
"l1sD7zk0wFXmaGnSgIjq",0.188,0.192,0.268,0.076,0.064,0.088,0.02,0.05,0.054
"L1WwIc6A47qNEeBQpDOd",0.216,0.266,0.158,0.024,0.018,0.084,0.026,0.052,0.156
"L1x928CyRikZFGfJdXYa",0.268,0.206,0.13,0.05,0.02,0.086,0.018,0.032,0.19
"l20DwYfxBJIURNHi54Fu",0.14,0.19,0.43,0.036,0.04,0.034,0.014,0.024,0.092
"l23ZVCJtAj4oSiIf0ecM",0.18,0.072,0.066,0.128,0.038,0.164,0.076,0.098,0.178
"L26fKZgtEXikcPmS9CNd",0.248,0.208,0.09,0.088,0.042,0.112,0.044,0.052,0.116
"L26Wh1lOmQacIMSXNR0k",0.19,0.48,0.156,0.026,0.02,0.046,0.014,0.01,0.058
"L285GbFhysJYS6Vd17QR",0.406,0.164,0.098,0.04,0.02,0.114,0.008,0.052,0.098
"l28M7NwXoRETtLImvkYU",0.1,0.112,0.514,0.062,0.052,0.044,0.028,0.046,0.042
"L2FX4ZogOhEIJNuA9r6a",0.154,0.512,0.13,0.028,0.024,0.034,0.012,0.034,0.072
"l2GHwDQcaEo0FTSvz4Jk",0.184,0.13,0.162,0.104,0.068,0.1,0.04,0.08,0.132
"L2mgzGV0DwdN39qQ8WEx",0.138,0.532,0.12,0.024,0.036,0.054,0.01,0.036,0.05
"l2ptFTAwn16CWK9QarHM",0.152,0.508,0.112,0.024,0.024,0.072,0.01,0.034,0.064
"l2q6XNExdweVzp5O1TQh",0.13,0.19,0.476,0.042,0.052,0.032,0.03,0.016,0.032
"L2RTXIsZGYWSPCoQFJVU",0.154,0.5,0.16,0.034,0.016,0.032,0.006,0.032,0.066
"l2WNsdtSnimcr5VDEQC4",0.196,0.214,0.25,0.088,0.034,0.08,0.012,0.062,0.064
"l30XqMSfCmybEohVFaAK",0.132,0.542,0.156,0.022,0.012,0.05,0.016,0.018,0.052
"L3EGpZr0UavFq6PQS7dk",0.12,0.212,0.338,0.056,0.032,0.066,0.028,0.072,0.076
"l3fC9JuTrBebo5WDsRVY",0.18,0.454,0.158,0.018,0.02,0.046,0.008,0.026,0.09
"l3jCozvgu5NEWR0hBOJm",0.194,0.152,0.342,0.038,0.05,0.026,0.03,0.08,0.088
"L3k67lRbAFOTgpUrMmNf",0.034,0.006,0.02,0.106,0.022,0.058,0.538,0.146,0.07
"l3mknzGUo2LrMBAsIVfa",0.154,0.074,0.028,0.134,0.032,0.272,0.084,0.116,0.106
"l3mwa1JviK6jthecgu5G",0.25,0.194,0.16,0.048,0.026,0.07,0.012,0.058,0.182
"l3Ypw1d0BUWvPQS9XtmM",0.138,0.138,0.392,0.088,0.058,0.056,0.026,0.024,0.08
"L4AnbfNTC7Yvk9Xxd8sh",0.078,0.03,0.04,0.212,0.062,0.09,0.208,0.186,0.094
"l4KujPI6XTLUfHzM1mWi",0.046,0.012,0.034,0.126,0.04,0.06,0.55,0.086,0.046
"L4SZzqHk2lUtW6QOxJf7",0.226,0.3,0.166,0.05,0.018,0.086,0.006,0.042,0.106
"L4WPDIk96U0rFx3TpQZg",0.164,0.054,0.044,0.21,0.04,0.208,0.034,0.128,0.118
"L53tebafYGuDWxKC4B67",0.136,0.204,0.324,0.034,0.056,0.048,0.028,0.06,0.11
"l54kBKLZn1GUiFdhWP3J",0.298,0.314,0.122,0.026,0.008,0.068,0.016,0.03,0.118
"l5LatXTfFmNdV129HjYP",0.108,0.202,0.086,0.126,0.04,0.154,0.05,0.102,0.132
"L5n8JtZeB7A26McHrqdm",0.158,0.202,0.396,0.04,0.034,0.052,0.02,0.022,0.076
"L5OGIbfiDJ6MhseQqBTW",0.128,0.508,0.152,0.02,0.028,0.046,0.012,0.064,0.042
"L5oXA8lSmzV1spGRZQEn",0.162,0.126,0.424,0.05,0.046,0.04,0.028,0.034,0.09
"l5PQuITRmzDGF1U4E2wg",0.254,0.222,0.126,0.026,0.012,0.102,0.036,0.032,0.19
"L5rtNu8F7CGIfY0mMniw",0.142,0.55,0.178,0.014,0.016,0.034,0.002,0.012,0.052
"l5UDrZi61IFQ3NKsMa4A",0.206,0.258,0.146,0.09,0.022,0.078,0.018,0.056,0.126
"l5UvZL1BYqAoKSFxdQJP",0.228,0.156,0.19,0.098,0.028,0.09,0.008,0.064,0.138
"L5V8yjYA3anx4127ftsq",0.098,0.662,0.094,0.016,0.02,0.026,0,0.044,0.04
"l5yYcgjiNpZISKkDQfba",0.148,0.196,0.262,0.086,0.048,0.074,0.03,0.054,0.102
"l67i3JcNfI8OuRCSoejH",0.09,0.116,0.544,0.06,0.046,0.04,0.018,0.036,0.05
"L6EXBomx4id7aW5S2zCJ",0.204,0.294,0.152,0.092,0.016,0.064,0.016,0.054,0.108
"L6f2p7anxAyO5CtZ0K4s",0.05,0.03,0.008,0.098,0.026,0.054,0.06,0.61,0.064
"l6jGUHpC0gLm8K9os12E",0.112,0.078,0.054,0.138,0.062,0.176,0.104,0.152,0.124
"l6jxRiyPwcdqeCVzQBpf",0.208,0.056,0.074,0.126,0.034,0.146,0.042,0.126,0.188
"L6kDRsH8IuB1md34ifol",0.182,0.33,0.098,0.072,0.02,0.124,0.022,0.062,0.09
"L6keqzRZNMrdYhym3jcH",0.264,0.216,0.108,0.086,0.036,0.124,0.012,0.092,0.062
"L6lYNbsFDKGSEZQ2BjoX",0.158,0.192,0.364,0.038,0.044,0.042,0.034,0.052,0.076
"l6m9LSypj4R1cBT8tdkV",0.15,0.1,0.072,0.1,0.032,0.128,0.06,0.116,0.242
"l6RpYMzJ9ImkjqGcBLfK",0.162,0.088,0.072,0.136,0.038,0.126,0.04,0.136,0.202
"L6snhHYcMzIjf8SRFX01",0.102,0.144,0.518,0.042,0.042,0.03,0.014,0.058,0.05
"L6uFnjrds4Vm72qS1Tiz",0.114,0.556,0.09,0.038,0.022,0.086,0.008,0.032,0.054
"L6VQJ3zsfWj12cYOpwKa",0.166,0.474,0.13,0.034,0.02,0.042,0.014,0.044,0.076
"L78j9nMGxUy3QRHWbwVK",0.13,0.5,0.124,0.03,0.022,0.064,0.01,0.046,0.074
"l7Lb36KUjEsHPrVwhn2c",0.142,0.294,0.122,0.08,0.014,0.12,0.042,0.094,0.092
"L7li6u0YS2OnhTMCIaRG",0.268,0.276,0.14,0.024,0.016,0.064,0.006,0.072,0.134
"L7M35isrgdmYyNuXbwHh",0.11,0.178,0.444,0.044,0.062,0.03,0.016,0.048,0.068
"L7N4UDypYfxzROwl8cG6",0.056,0.026,0.052,0.316,0.048,0.124,0.202,0.088,0.088
"L7pUtOiNJPQRSDdCcXAE",0.122,0.142,0.468,0.062,0.032,0.05,0.02,0.036,0.068
"l7qfOdYCnJ0oN21TFHPm",0.086,0.03,0.056,0.088,0.028,0.096,0.058,0.458,0.1
"L7trhbZqY2NBMJWPzXxD",0.2,0.236,0.038,0.082,0.032,0.138,0.024,0.082,0.168
"l7WnuUNPFBw9RvQjeJkq",0.072,0.018,0.046,0.188,0.03,0.086,0.404,0.11,0.046
"l7wZ3pqSXuTr2czb8VPi",0.14,0.508,0.14,0.024,0.026,0.038,0.008,0.036,0.08
"L86qA4zrhDBpolYOCaES",0.176,0.198,0.136,0.03,0.018,0.094,0.018,0.054,0.276
"l8axnELUPe7OMFbv5shG",0.164,0.426,0.194,0.012,0.032,0.046,0.002,0.02,0.104
"L8EWmNRdc4s7I65qwpie",0.132,0.566,0.128,0.02,0.03,0.03,0.004,0.04,0.05
"L8i5bm4Er7Y2wCVPz9sd",0.148,0.196,0.264,0.094,0.052,0.072,0.024,0.046,0.104
"l8iHjtwpFe4qdhUProaQ",0.162,0.146,0.48,0.042,0.034,0.048,0.008,0.024,0.056
"L8ntYQ7ORHcPNdpZ6kIa",0.148,0.05,0.066,0.172,0.034,0.142,0.086,0.106,0.196
"L8pN7ifTZC2rEnDlAsVt",0.116,0.158,0.474,0.038,0.038,0.05,0.028,0.052,0.046
"L8U9mEQabZizGsh74R2u",0.18,0.408,0.18,0.022,0.01,0.046,0.004,0.036,0.114
